disease,n,p,k,temperature,humidity,ph,severity_level
Bacterial Wilt,189,139,189,23.9,56,5.2,2
Bacterial Wilt,190,140,190,24,57,5.1,2
Bacterial Wilt,191,141,191,24.1,58,5,2
Bacterial Wilt,192,142,192,24.2,59,5.5,2
Bacterial Wilt,193,143,193,24.3,60,5.4,2
Bacterial Wilt,194,144,194,24.4,50,5.3,2
Bacterial Wilt,195,145,195,24.5,51,5.2,2
Bacterial Wilt,196,146,196,24.6,52,5.1,2
Bacterial Wilt,197,147,197,24.7,53,5,2
Bacterial Wilt,198,148,198,24.8,54,5.5,2
Bacterial Wilt,199,149,199,24.9,55,5.4,2
Bacterial Wilt,200,150,200,25,56,5.3,2
Bacterial Wilt,150,100,150,25.1,57,5.2,2
Bacterial Wilt,151,101,151,25.2,58,5.1,2
Bacterial Wilt,152,102,152,25.3,59,5,2
Bacterial Wilt,153,103,153,25.4,60,5.5,2
Bacterial Wilt,154,104,154,25.5,50,5.4,2
Bacterial Wilt,155,105,155,25.6,51,5.3,2
Bacterial Wilt,156,106,156,25.7,52,5.2,2
Bacterial Wilt,157,107,157,25.8,53,5.1,2
Bacterial Wilt,158,108,158,25.9,54,5,2
Bacterial Wilt,159,109,159,26,55,5.5,2
Bacterial Wilt,160,110,160,26.1,56,5.4,2
Bacterial Wilt,161,111,161,26.2,57,5.3,2
Bacterial Wilt,162,112,162,26.3,58,5.2,2
Bacterial Wilt,163,113,163,26.4,59,5.1,2
Bacterial Wilt,164,114,164,26.5,60,5,2
Bacterial Wilt,165,115,165,26.6,50,5.5,2
Bacterial Wilt,166,116,166,26.7,51,5.4,2
Bacterial Wilt,167,117,167,26.8,52,5.3,2
Bacterial Wilt,168,118,168,26.9,53,5.2,2
Bacterial Wilt,169,119,169,27,54,5.1,2
Bacterial Wilt,170,120,170,27.1,55,5,2
Bacterial Wilt,171,121,171,27.2,56,5.5,2
Bacterial Wilt,172,122,172,27.3,57,5.4,2
Bacterial Wilt,173,123,173,27.4,58,5.3,2
Bacterial Wilt,174,124,174,27.5,59,5.2,2
Bacterial Wilt,175,125,175,27.6,60,5.1,2
Bacterial Wilt,176,126,176,27.7,50,5,2
Bacterial Wilt,177,127,177,27.8,51,5.5,2
Bacterial Wilt,178,128,178,27.9,52,5.4,2
Bacterial Wilt,179,129,179,28,53,5.3,2
Bacterial Wilt,180,130,180,28.1,54,5.2,2
Bacterial Wilt,181,131,181,28.2,55,5.1,2
Bacterial Wilt,182,132,182,28.3,56,5,2
Bacterial Wilt,183,133,183,28.4,57,5.5,2
Bacterial Wilt,184,134,184,28.5,58,5.4,2
Bacterial Wilt,185,135,185,28.6,59,5.3,2
Bacterial Wilt,186,136,186,28.7,60,5.2,2
Bacterial Wilt,187,137,187,28.8,50,5.1,2
Bacterial Wilt,188,138,188,28.9,51,5,2
Bacterial Wilt,189,139,189,29,52,5.5,2
Bacterial Wilt,190,140,190,29.1,53,5.4,2
Bacterial Wilt,191,141,191,29.2,54,5.3,2
Bacterial Wilt,192,142,192,29.3,55,5.2,2
Bacterial Wilt,193,143,193,29.4,56,5.1,2
Bacterial Wilt,194,144,194,29.5,57,5,2
Bacterial Wilt,195,145,195,29.6,58,5.5,2
Bacterial Wilt,196,146,196,29.7,59,5.4,2
Bacterial Wilt,197,147,197,29.8,60,5.3,2
Bacterial Wilt,198,148,198,29.9,50,5.2,2
Bacterial Wilt,199,149,199,30,51,5.1,2
Rust Disease,150,100,150,15,50,5.5,2
Rust Disease,151,101,151,15.1,51,5.4,2
Rust Disease,152,102,152,15.2,52,5.3,2
Rust Disease,153,103,153,15.3,53,5.2,2
Rust Disease,154,104,154,15.4,54,5.1,2
Rust Disease,155,105,155,15.5,55,5,2
Rust Disease,156,106,156,15.6,56,5.5,2
Rust Disease,157,107,157,15.7,57,5.4,2
Rust Disease,158,108,158,15.8,58,5.3,2
Rust Disease,159,109,159,15.9,59,5.2,2
Rust Disease,160,110,160,16,60,5.1,2
Rust Disease,161,111,161,16.1,50,5,2
Rust Disease,162,112,162,16.2,51,5.5,2
Rust Disease,163,113,163,16.3,52,5.4,2
Rust Disease,164,114,164,16.4,53,5.3,2
Rust Disease,165,115,165,16.5,54,5.2,2
Rust Disease,166,116,166,16.6,55,5.1,2
Rust Disease,167,117,167,16.7,56,5,2
Rust Disease,168,118,168,16.8,57,5.5,2
Rust Disease,169,119,169,16.9,58,5.4,2
Rust Disease,170,120,170,17,59,5.3,2
Rust Disease,171,121,171,17.1,60,5.2,2
Rust Disease,172,122,172,17.2,50,5.1,2
Rust Disease,173,123,173,17.3,51,5,2
Rust Disease,174,124,174,17.4,52,5.5,2
Rust Disease,175,125,175,17.5,53,5.4,2
Rust Disease,176,126,176,17.6,54,5.3,2
Rust Disease,177,127,177,17.7,55,5.2,2
Rust Disease,178,128,178,17.8,56,5.1,2
Rust Disease,179,129,179,17.9,57,5,2
Rust Disease,180,130,180,18,58,5.5,2
Rust Disease,181,131,181,18.1,59,5.4,2
Rust Disease,182,132,182,18.2,60,5.3,2
Rust Disease,183,133,183,18.3,50,5.2,2
Rust Disease,184,134,184,18.4,51,5.1,2
Rust Disease,185,135,185,18.5,52,5,2
Rust Disease,186,136,186,18.6,53,5.5,2
Rust Disease,187,137,187,18.7,54,5.4,2
Rust Disease,188,138,188,18.8,55,5.3,2
Rust Disease,189,139,189,18.9,56,5.2,2
Rust Disease,190,140,190,19,57,5.1,2
Rust Disease,191,141,191,19.1,58,5,2
Rust Disease,192,142,192,19.2,59,5.5,2
Rust Disease,193,143,193,19.3,60,5.4,2
Rust Disease,194,144,194,19.4,50,5.3,2
Rust Disease,195,145,195,19.5,51,5.2,2
Rust Disease,196,146,196,19.6,52,5.1,2
Rust Disease,197,147,197,19.7,53,5,2
Rust Disease,198,148,198,19.8,54,5.5,2
Rust Disease,199,149,199,19.9,55,5.4,2
Rust Disease,200,150,200,20,56,5.3,2
Rust Disease,150,100,150,20.1,57,5.2,2
Rust Disease,151,101,151,20.2,58,5.1,2
Rust Disease,152,102,152,20.3,59,5,2
Rust Disease,153,103,153,20.4,60,5.5,2
Rust Disease,154,104,154,20.5,50,5.4,2
Rust Disease,155,105,155,20.6,51,5.3,2
Rust Disease,156,106,156,20.7,52,5.2,2
Rust Disease,157,107,157,20.8,53,5.1,2
Rust Disease,158,108,158,20.9,54,5,2
Rust Disease,159,109,159,21,55,5.5,2
Rust Disease,160,110,160,21.1,56,5.4,2
Rust Disease,161,111,161,21.2,57,5.3,2
Rust Disease,162,112,162,21.3,58,5.2,2
Rust Disease,163,113,163,21.4,59,5.1,2
Rust Disease,164,114,164,21.5,60,5,2
Rust Disease,165,115,165,21.6,50,5.5,2
Rust Disease,166,116,166,21.7,51,5.4,2
Rust Disease,167,117,167,21.8,52,5.3,2
Rust Disease,168,118,168,21.9,53,5.2,2
Rust Disease,169,119,169,22,54,5.1,2
Rust Disease,170,120,170,22.1,55,5,2
Rust Disease,171,121,171,22.2,56,5.5,2
Rust Disease,172,122,172,22.3,57,5.4,2
Rust Disease,173,123,173,22.4,58,5.3,2
Rust Disease,174,124,174,22.5,59,5.2,2
Rust Disease,175,125,175,22.6,60,5.1,2
Rust Disease,176,126,176,22.7,50,5,2
Rust Disease,177,127,177,22.8,51,5.5,2
Rust Disease,178,128,178,22.9,52,5.4,2
Rust Disease,179,129,179,23,53,5.3,2
Rust Disease,180,130,180,23.1,54,5.2,2
Rust Disease,181,131,181,23.2,55,5.1,2
Rust Disease,182,132,182,23.3,56,5,2
Rust Disease,183,133,183,23.4,57,5.5,2
Rust Disease,184,134,184,23.5,58,5.4,2
Rust Disease,185,135,185,23.6,59,5.3,2
Rust Disease,186,136,186,23.7,60,5.2,2
Rust Disease,187,137,187,23.8,50,5.1,2
Rust Disease,188,138,188,23.9,51,5,2
Rust Disease,189,139,189,24,52,5.5,2
Rust Disease,190,140,190,24.1,53,5.4,2
Rust Disease,191,141,191,24.2,54,5.3,2
Rust Disease,192,142,192,24.3,55,5.2,2
Rust Disease,193,143,193,24.4,56,5.1,2
Rust Disease,194,144,194,24.5,57,5,2
Rust Disease,195,145,195,24.6,58,5.5,2
Rust Disease,196,146,196,24.7,59,5.4,2
Rust Disease,197,147,197,24.8,60,5.3,2
Rust Disease,198,148,198,24.9,50,5.2,2
Rust Disease,199,149,199,25,51,5.1,2
Cercospora Leaf Blight,150,100,150,20,50,5.5,2
Cercospora Leaf Blight,151,101,151,20.1,51,5.4,2
Cercospora Leaf Blight,152,102,152,20.2,52,5.3,2
Cercospora Leaf Blight,153,103,153,20.3,53,5.2,2
Cercospora Leaf Blight,154,104,154,20.4,54,5.1,2
Cercospora Leaf Blight,155,105,155,20.5,55,5,2
Cercospora Leaf Blight,156,106,156,20.6,56,5.5,2
Cercospora Leaf Blight,157,107,157,20.7,57,5.4,2
Cercospora Leaf Blight,158,108,158,20.8,58,5.3,2
Cercospora Leaf Blight,159,109,159,20.9,59,5.2,2
Cercospora Leaf Blight,160,110,160,21,60,5.1,2
Cercospora Leaf Blight,161,111,161,21.1,50,5,2
Cercospora Leaf Blight,162,112,162,21.2,51,5.5,2
Cercospora Leaf Blight,163,113,163,21.3,52,5.4,2
Cercospora Leaf Blight,164,114,164,21.4,53,5.3,2
Cercospora Leaf Blight,165,115,165,21.5,54,5.2,2
Cercospora Leaf Blight,166,116,166,21.6,55,5.1,2
Cercospora Leaf Blight,167,117,167,21.7,56,5,2
Cercospora Leaf Blight,168,118,168,21.8,57,5.5,2
Cercospora Leaf Blight,169,119,169,21.9,58,5.4,2
Cercospora Leaf Blight,170,120,170,22,59,5.3,2
Cercospora Leaf Blight,171,121,171,22.1,60,5.2,2
Cercospora Leaf Blight,172,122,172,22.2,50,5.1,2
Cercospora Leaf Blight,173,123,173,22.3,51,5,2
Cercospora Leaf Blight,174,124,174,22.4,52,5.5,2
Cercospora Leaf Blight,175,125,175,22.5,53,5.4,2
Cercospora Leaf Blight,176,126,176,22.6,54,5.3,2
Cercospora Leaf Blight,177,127,177,22.7,55,5.2,2
Cercospora Leaf Blight,178,128,178,22.8,56,5.1,2
Cercospora Leaf Blight,179,129,179,22.9,57,5,2
Cercospora Leaf Blight,180,130,180,23,58,5.5,2
Cercospora Leaf Blight,181,131,181,23.1,59,5.4,2
Cercospora Leaf Blight,182,132,182,23.2,60,5.3,2
Cercospora Leaf Blight,183,133,183,23.3,50,5.2,2
Cercospora Leaf Blight,184,134,184,23.4,51,5.1,2
Cercospora Leaf Blight,185,135,185,23.5,52,5,2
Cercospora Leaf Blight,186,136,186,23.6,53,5.5,2
Cercospora Leaf Blight,187,137,187,23.7,54,5.4,2
Cercospora Leaf Blight,188,138,188,23.8,55,5.3,2
Cercospora Leaf Blight,189,139,189,23.9,56,5.2,2
Cercospora Leaf Blight,190,140,190,24,57,5.1,2
Cercospora Leaf Blight,191,141,191,24.1,58,5,2
Cercospora Leaf Blight,192,142,192,24.2,59,5.5,2
Cercospora Leaf Blight,193,143,193,24.3,60,5.4,2
Cercospora Leaf Blight,194,144,194,24.4,50,5.3,2
Cercospora Leaf Blight,195,145,195,24.5,51,5.2,2
Cercospora Leaf Blight,196,146,196,24.6,52,5.1,2
Cercospora Leaf Blight,197,147,197,24.7,53,5,2
Cercospora Leaf Blight,198,148,198,24.8,54,5.5,2
Cercospora Leaf Blight,199,149,199,24.9,55,5.4,2
Cercospora Leaf Blight,200,150,200,25,56,5.3,2
Cercospora Leaf Blight,150,100,150,25.1,57,5.2,2
Cercospora Leaf Blight,151,101,151,25.2,58,5.1,2
Cercospora Leaf Blight,152,102,152,25.3,59,5,2
Cercospora Leaf Blight,153,103,153,25.4,60,5.5,2
Cercospora Leaf Blight,154,104,154,25.5,50,5.4,2
Cercospora Leaf Blight,155,105,155,25.6,51,5.3,2
Cercospora Leaf Blight,156,106,156,25.7,52,5.2,2
Cercospora Leaf Blight,157,107,157,25.8,53,5.1,2
Cercospora Leaf Blight,158,108,158,25.9,54,5,2
Cercospora Leaf Blight,159,109,159,26,55,5.5,2
Cercospora Leaf Blight,160,110,160,26.1,56,5.4,2
Cercospora Leaf Blight,161,111,161,26.2,57,5.3,2
Cercospora Leaf Blight,162,112,162,26.3,58,5.2,2
Cercospora Leaf Blight,163,113,163,26.4,59,5.1,2
Cercospora Leaf Blight,164,114,164,26.5,60,5,2
Cercospora Leaf Blight,165,115,165,26.6,50,5.5,2
Cercospora Leaf Blight,166,116,166,26.7,51,5.4,2
Cercospora Leaf Blight,167,117,167,26.8,52,5.3,2
Cercospora Leaf Blight,168,118,168,26.9,53,5.2,2
Cercospora Leaf Blight,169,119,169,27,54,5.1,2
Cercospora Leaf Blight,170,120,170,27.1,55,5,2
Cercospora Leaf Blight,171,121,171,27.2,56,5.5,2
Cercospora Leaf Blight,172,122,172,27.3,57,5.4,2
Cercospora Leaf Blight,173,123,173,27.4,58,5.3,2
Cercospora Leaf Blight,174,124,174,27.5,59,5.2,2
Cercospora Leaf Blight,175,125,175,27.6,60,5.1,2
Cercospora Leaf Blight,176,126,176,27.7,50,5,2
Cercospora Leaf Blight,177,127,177,27.8,51,5.5,2
Cercospora Leaf Blight,178,128,178,27.9,52,5.4,2
Cercospora Leaf Blight,179,129,179,28,53,5.3,2
Cercospora Leaf Blight,180,130,180,28.1,54,5.2,2
Cercospora Leaf Blight,181,131,181,28.2,55,5.1,2
Cercospora Leaf Blight,182,132,182,28.3,56,5,2
Cercospora Leaf Blight,183,133,183,28.4,57,5.5,2
Cercospora Leaf Blight,184,134,184,28.5,58,5.4,2
Cercospora Leaf Blight,185,135,185,28.6,59,5.3,2
Cercospora Leaf Blight,186,136,186,28.7,60,5.2,2
Cercospora Leaf Blight,187,137,187,28.8,50,5.1,2
Cercospora Leaf Blight,188,138,188,28.9,51,5,2
Cercospora Leaf Blight,189,139,189,29,52,5.5,2
Cercospora Leaf Blight,190,140,190,29.1,53,5.4,2
Cercospora Leaf Blight,191,141,191,29.2,54,5.3,2
Cercospora Leaf Blight,192,142,192,29.3,55,5.2,2
Cercospora Leaf Blight,193,143,193,29.4,56,5.1,2
Cercospora Leaf Blight,194,144,194,29.5,57,5,2
Cercospora Leaf Blight,195,145,195,29.6,58,5.5,2
Cercospora Leaf Blight,196,146,196,29.7,59,5.4,2
Cercospora Leaf Blight,197,147,197,29.8,60,5.3,2
Cercospora Leaf Blight,198,148,198,29.9,50,5.2,2
Cercospora Leaf Blight,199,149,199,30,51,5.1,2
Leaf Spot,75,35,75,30,60,6,2
Leaf Spot,75,35,75,50,60,6,2
Leaf Spot,60,30,60,17,60,5.5,2
Leaf Spot,60,30,60,17,90,5.5,2
Leaf Spot,75,35,75,30,60,6,2
Dieback,75,35,75,30,60,7.5,2
Root Rot,75,35,75,30,60,6.5,2
Root Rot,75,35,75,30,40,6.5,2
Nutrient Deficiency,25,25,25,30,60,6.5,2
Nutrient Deficiency,75,35,35,30,60,6.5,2
Nutrient Deficiency,75,75,35,30,60,6.5,2
Nutrient Deficiency,50,35,35,30,40,6.5,2
Nutrient Deficiency,75,50,35,30,40,6.5,2
Nutrient Deficiency,75,75,50,30,40,6.5,2
Salinity Stress,75,35,75,30,60,6.5,2
Salinity Stress,50,35,50,30,40,6.5,2
Waterlogging,75,35,75,30,60,6.5,2
Waterlogging,75,35,75,30,40,6.5,2
Waterlogging,75,35,75,30,70,6.5,2
Powdery Mildew,75,35,75,30,60,6.5,2
Powdery Mildew,75,35,75,50,60,6.5,2
Powdery Mildew,75,35,75,30,90,6.5,2
Powdery Mildew,75,35,75,30,40,6.5,2
Bacterial Wilt,75,35,75,30,60,6.5,2
Bacterial Wilt,75,35,75,30,80,6.5,2
Canker Diseases,75,35,75,30,60,6.5,2
Canker Diseases,75,35,75,30,40,6.5,2
Canker Diseases,75,35,75,30,60,4.5,2
Nematode Infestations,75,35,75,30,60,6.5,2
Nematode Infestations,75,35,75,75,60,6.5,2
Nematode Infestations,75,35,75,75,60,4,2
Rust Disease,75,35,75,75,60,6.5,2
Rust Disease,75,35,75,25,60,6.5,2
Rust Disease,75,35,75,25,40,6.5,2
Rust Disease,75,35,75,25,80,6.5,2
Cercospora Leaf Blight,75,35,75,30,60,6.5,2
Cercospora Leaf Blight,75,35,75,25,60,6.5,2
Cercospora Leaf Blight,75,35,75,75,60,6.5,2
Cercospora Leaf Blight,75,35,75,30,60,3.5,2
Leaf Spot,200,150,200,20,40,5,3
Leaf Spot,201,151,201,20.1,41,4.9,3
Leaf Spot,202,152,202,20.2,42,4.8,3
Leaf Spot,203,153,203,20.3,43,4.7,3
Leaf Spot,204,154,204,20.4,44,4.6,3
Leaf Spot,205,155,205,20.5,45,4.5,3
Leaf Spot,206,156,206,20.6,46,5,3
Leaf Spot,207,157,207,20.7,47,4.9,3
Leaf Spot,208,158,208,20.8,48,4.8,3
Leaf Spot,209,159,209,20.9,49,4.7,3
Leaf Spot,210,160,210,21,50,4.6,3
Leaf Spot,211,161,211,21.1,40,4.5,3
Leaf Spot,212,162,212,21.2,41,5,3
Leaf Spot,213,163,213,21.3,42,4.9,3
Leaf Spot,214,164,214,21.4,43,4.8,3
Leaf Spot,215,165,215,21.5,44,4.7,3
Leaf Spot,216,166,216,21.6,45,4.6,3
Leaf Spot,217,167,217,21.7,46,4.5,3
Leaf Spot,218,168,218,21.8,47,5,3
Leaf Spot,219,169,219,21.9,48,4.9,3
Leaf Spot,220,170,220,22,49,4.8,3
Leaf Spot,221,171,221,22.1,50,4.7,3
Leaf Spot,222,172,222,22.2,40,4.6,3
Leaf Spot,223,173,223,22.3,41,4.5,3
Leaf Spot,224,174,224,22.4,42,5,3
Leaf Spot,225,175,225,22.5,43,4.9,3
Leaf Spot,226,176,226,22.6,44,4.8,3
Leaf Spot,227,177,227,22.7,45,4.7,3
Leaf Spot,228,178,228,22.8,46,4.6,3
Leaf Spot,229,179,229,22.9,47,4.5,3
Leaf Spot,230,180,230,23,48,5,3
Leaf Spot,231,181,231,23.1,49,4.9,3
Leaf Spot,232,182,232,23.2,50,4.8,3
Leaf Spot,233,183,233,23.3,40,4.7,3
Leaf Spot,234,184,234,23.4,41,4.6,3
Leaf Spot,235,185,235,23.5,42,4.5,3
Leaf Spot,236,186,236,23.6,43,5,3
Leaf Spot,237,187,237,23.7,44,4.9,3
Leaf Spot,238,188,238,23.8,45,4.8,3
Leaf Spot,239,189,239,23.9,46,4.7,3
Leaf Spot,240,190,240,24,47,4.6,3
Leaf Spot,241,191,241,24.1,48,4.5,3
Leaf Spot,242,192,242,24.2,49,5,3
Leaf Spot,243,193,243,24.3,50,4.9,3
Leaf Spot,244,194,244,24.4,40,4.8,3
Leaf Spot,245,195,245,24.5,41,4.7,3
Leaf Spot,246,196,246,24.6,42,4.6,3
Leaf Spot,247,197,247,24.7,43,4.5,3
Leaf Spot,248,198,248,24.8,44,5,3
Leaf Spot,249,199,249,24.9,45,4.9,3
Leaf Spot,250,200,250,25,46,4.8,3
Leaf Spot,200,150,200,25.1,47,4.7,3
Leaf Spot,201,151,201,25.2,48,4.6,3
Leaf Spot,202,152,202,25.3,49,4.5,3
Leaf Spot,203,153,203,25.4,50,5,3
Leaf Spot,204,154,204,25.5,40,4.9,3
Leaf Spot,205,155,205,25.6,41,4.8,3
Leaf Spot,206,156,206,25.7,42,4.7,3
Leaf Spot,207,157,207,25.8,43,4.6,3
Leaf Spot,208,158,208,25.9,44,4.5,3
Leaf Spot,209,159,209,26,45,5,3
Leaf Spot,210,160,210,26.1,46,4.9,3
Leaf Spot,211,161,211,26.2,47,4.8,3
Leaf Spot,212,162,212,26.3,48,4.7,3
Leaf Spot,213,163,213,26.4,49,4.6,3
Leaf Spot,214,164,214,26.5,50,4.5,3
Leaf Spot,215,165,215,26.6,40,5,3
Leaf Spot,216,166,216,26.7,41,4.9,3
Leaf Spot,217,167,217,26.8,42,4.8,3
Leaf Spot,218,168,218,26.9,43,4.7,3
Leaf Spot,219,169,219,27,44,4.6,3
Leaf Spot,220,170,220,27.1,45,4.5,3
Leaf Spot,221,171,221,27.2,46,5,3
Leaf Spot,222,172,222,27.3,47,4.9,3
Leaf Spot,223,173,223,27.4,48,4.8,3
Leaf Spot,224,174,224,27.5,49,4.7,3
Leaf Spot,225,175,225,27.6,50,4.6,3
Leaf Spot,226,176,226,27.7,40,4.5,3
Leaf Spot,227,177,227,27.8,41,5,3
Leaf Spot,228,178,228,27.9,42,4.9,3
Leaf Spot,229,179,229,28,43,4.8,3
Leaf Spot,230,180,230,28.1,44,4.7,3
Leaf Spot,231,181,231,28.2,45,4.6,3
Leaf Spot,232,182,232,28.3,46,4.5,3
Leaf Spot,233,183,233,28.4,47,5,3
Leaf Spot,234,184,234,28.5,48,4.9,3
Leaf Spot,235,185,235,28.6,49,4.8,3
Leaf Spot,236,186,236,28.7,50,4.7,3
Leaf Spot,237,187,237,28.8,40,4.6,3
Leaf Spot,238,188,238,28.9,41,4.5,3
Leaf Spot,239,189,239,29,42,5,3
Leaf Spot,240,190,240,29.1,43,4.9,3
Leaf Spot,241,191,241,29.2,44,4.8,3
Leaf Spot,242,192,242,29.3,45,4.7,3
Leaf Spot,243,193,243,29.4,46,4.6,3
Leaf Spot,244,194,244,29.5,47,4.5,3
Leaf Spot,245,195,245,29.6,48,5,3
Leaf Spot,246,196,246,29.7,49,4.9,3
Leaf Spot,247,197,247,29.8,50,4.8,3
Leaf Spot,248,198,248,29.9,40,4.7,3
Leaf Spot,249,199,249,30,41,4.6,3
Leaf Spot,150,100,150,15,40,5,3
Leaf Spot,151,101,151,15.1,41,4.9,3
Leaf Spot,152,102,152,15.2,42,4.8,3
Leaf Spot,153,103,153,15.3,43,4.7,3
Leaf Spot,154,104,154,15.4,44,4.6,3
Leaf Spot,155,105,155,15.5,45,4.5,3
Leaf Spot,156,106,156,15.6,46,5,3
Leaf Spot,157,107,157,15.7,47,4.9,3
Leaf Spot,158,108,158,15.8,48,4.8,3
Leaf Spot,159,109,159,15.9,49,4.7,3
Leaf Spot,160,110,160,16,50,4.6,3
Leaf Spot,161,111,161,16.1,40,4.5,3
Leaf Spot,162,112,162,16.2,41,5,3
Leaf Spot,163,113,163,16.3,42,4.9,3
Leaf Spot,164,114,164,16.4,43,4.8,3
Leaf Spot,165,115,165,16.5,44,4.7,3
Leaf Spot,166,116,166,16.6,45,4.6,3
Leaf Spot,167,117,167,16.7,46,4.5,3
Leaf Spot,168,118,168,16.8,47,5,3
Leaf Spot,169,119,169,16.9,48,4.9,3
Leaf Spot,170,120,170,17,49,4.8,3
Leaf Spot,171,121,171,17.1,50,4.7,3
Leaf Spot,172,122,172,17.2,40,4.6,3
Leaf Spot,173,123,173,17.3,41,4.5,3
Leaf Spot,174,124,174,17.4,42,5,3
Leaf Spot,175,125,175,17.5,43,4.9,3
Leaf Spot,150,100,150,17.6,44,4.8,3
Leaf Spot,151,101,151,17.7,45,4.7,3
Leaf Spot,152,102,152,17.8,46,4.6,3
Leaf Spot,153,103,153,17.9,47,4.5,3
Leaf Spot,154,104,154,18,48,5,3
Leaf Spot,155,105,155,18.1,49,4.9,3
Leaf Spot,156,106,156,18.2,50,4.8,3
Leaf Spot,157,107,157,18.3,40,4.7,3
Leaf Spot,158,108,158,18.4,41,4.6,3
Leaf Spot,159,109,159,18.5,42,4.5,3
Leaf Spot,160,110,160,18.6,43,5,3
Leaf Spot,161,111,161,18.7,44,4.9,3
Leaf Spot,162,112,162,18.8,45,4.8,3
Leaf Spot,163,113,163,18.9,46,4.7,3
Leaf Spot,164,114,164,19,47,4.6,3
Leaf Spot,165,115,165,19.1,48,4.5,3
Leaf Spot,166,116,166,19.2,49,5,3
Leaf Spot,167,117,167,19.3,50,4.9,3
Leaf Spot,168,118,168,19.4,40,4.8,3
Leaf Spot,169,119,169,19.5,41,4.7,3
Leaf Spot,170,120,170,19.6,42,4.6,3
Leaf Spot,171,121,171,19.7,43,4.5,3
Leaf Spot,172,122,172,19.8,44,5,3
Leaf Spot,173,123,173,19.9,45,4.9,3
Leaf Spot,174,124,174,20,46,4.8,3
Anthracnose,201,151,201,20.1,41,4.9,3
Anthracnose,202,152,202,20.2,42,4.8,3
Anthracnose,203,153,203,20.3,43,4.7,3
Anthracnose,204,154,204,20.4,44,4.6,3
Anthracnose,205,155,205,20.5,45,4.5,3
Anthracnose,206,156,206,20.6,46,5,3
Anthracnose,207,157,207,20.7,47,4.9,3
Anthracnose,208,158,208,20.8,48,4.8,3
Anthracnose,209,159,209,20.9,49,4.7,3
Anthracnose,210,160,210,21,50,4.6,3
Anthracnose,211,161,211,21.1,40,4.5,3
Anthracnose,212,162,212,21.2,41,5,3
Anthracnose,213,163,213,21.3,42,4.9,3
Anthracnose,214,164,214,21.4,43,4.8,3
Anthracnose,215,165,215,21.5,44,4.7,3
Anthracnose,216,166,216,21.6,45,4.6,3
Anthracnose,217,167,217,21.7,46,4.5,3
Anthracnose,218,168,218,21.8,47,5,3
Anthracnose,219,169,219,21.9,48,4.9,3
Anthracnose,220,170,220,22,49,4.8,3
Anthracnose,221,171,221,22.1,50,4.7,3
Anthracnose,222,172,222,22.2,40,4.6,3
Anthracnose,223,173,223,22.3,41,4.5,3
Anthracnose,224,174,224,22.4,42,5,3
Anthracnose,225,175,225,22.5,43,4.9,3
Anthracnose,226,176,226,22.6,44,4.8,3
Anthracnose,227,177,227,22.7,45,4.7,3
Anthracnose,228,178,228,22.8,46,4.6,3
Anthracnose,229,179,229,22.9,47,4.5,3
Anthracnose,230,180,230,23,48,5,3
Anthracnose,231,181,231,23.1,49,4.9,3
Anthracnose,232,182,232,23.2,50,4.8,3
Anthracnose,233,183,233,23.3,40,4.7,3
Anthracnose,234,184,234,23.4,41,4.6,3
Anthracnose,235,185,235,23.5,42,4.5,3
Anthracnose,236,186,236,23.6,43,5,3
Anthracnose,237,187,237,23.7,44,4.9,3
Anthracnose,238,188,238,23.8,45,4.8,3
Anthracnose,239,189,239,23.9,46,4.7,3
Anthracnose,240,190,240,24,47,4.6,3
Anthracnose,241,191,241,24.1,48,4.5,3
Anthracnose,242,192,242,24.2,49,5,3
Anthracnose,243,193,243,24.3,50,4.9,3
Anthracnose,244,194,244,24.4,40,4.8,3
Anthracnose,245,195,245,24.5,41,4.7,3
Anthracnose,246,196,246,24.6,42,4.6,3
Anthracnose,247,197,247,24.7,43,4.5,3
Anthracnose,248,198,248,24.8,44,5,3
Anthracnose,249,199,249,24.9,45,4.9,3
Anthracnose,250,200,250,25,46,4.8,3
Anthracnose,200,150,200,25.1,47,4.7,3
Anthracnose,201,151,201,25.2,48,4.6,3
Anthracnose,202,152,202,25.3,49,4.5,3
Anthracnose,203,153,203,25.4,50,5,3
Anthracnose,204,154,204,25.5,40,4.9,3
Anthracnose,205,155,205,25.6,41,4.8,3
Anthracnose,206,156,206,25.7,42,4.7,3
Anthracnose,207,157,207,25.8,43,4.6,3
Anthracnose,208,158,208,25.9,44,4.5,3
Anthracnose,209,159,209,26,45,5,3
Anthracnose,210,160,210,26.1,46,4.9,3
Anthracnose,211,161,211,26.2,47,4.8,3
Anthracnose,212,162,212,26.3,48,4.7,3
Anthracnose,213,163,213,26.4,49,4.6,3
Anthracnose,214,164,214,26.5,50,4.5,3
Anthracnose,215,165,215,26.6,40,5,3
Dieback,201,151,201,20.1,41,4.9,3
Dieback,202,152,202,20.2,42,4.8,3
Dieback,203,153,203,20.3,43,4.7,3
Dieback,204,154,204,20.4,44,4.6,3
Dieback,205,155,205,20.5,45,4.5,3
Dieback,206,156,206,20.6,46,5,3
Dieback,207,157,207,20.7,47,4.9,3
Dieback,208,158,208,20.8,48,4.8,3
Dieback,209,159,209,20.9,49,4.7,3
Dieback,210,160,210,21,50,4.6,3
Dieback,211,161,211,21.1,40,4.5,3
Dieback,212,162,212,21.2,41,5,3
